cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,n_selected_features_raw,n_selected_features_analysis,threshold_pass_count,used_fallback,selection_mode,mean_reduction_ratio,mean_conditional_entropy
293,32877,30,5,25,0.6500224216483541,14,14,14,14,False,threshold_top_k,0.0319175198747419,0.6292753180863649
294,6561,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
295,10448,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
296,22655,30,29,1,0.21084230031853213,3,3,3,3,False,threshold_top_k,0.0044635498121390485,0.20990119520855444
297,6417,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
298,73128,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
299,73516,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
300,9448,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
301,4767,30,24,6,0.7219280948873623,0,30,0,0,True,fallback_top_k,0.008143098031225808,0.7160493636391984
302,22088,30,29,1,0.21084230031853213,4,4,4,4,False,threshold_top_k,0.009651359587684653,0.20880738546186348
303,27686,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
304,1708,30,2,28,0.35335933502142136,29,29,29,29,False,threshold_top_k,0.04508352339816121,0.3374286511730245
305,13125,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
306,13239,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
307,40741,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
308,36145,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
309,33299,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
310,23669,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
311,743,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
312,45094,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
313,28968,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
314,53582,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
315,25017,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
316,27191,30,18,12,0.9709505944546686,4,4,4,4,False,threshold_top_k,0.015065839678540473,0.956322408462831
317,11529,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
318,21332,30,17,13,0.9871377743721863,1,1,1,1,False,threshold_top_k,0.01006120926006881,0.9772059746557092
319,41612,30,20,10,0.9182958340544896,0,30,0,0,True,fallback_top_k,0.008793751847369248,0.9102205683673417
320,12011,30,29,1,0.21084230031853213,2,2,2,2,False,threshold_top_k,0.00735321104964021,0.20929193238609844
321,20012,30,29,1,0.21084230031853213,11,11,11,11,False,threshold_top_k,0.028684305033553032,0.20479443546221943
322,24037,30,29,1,0.21084230031853213,2,2,2,2,False,threshold_top_k,0.0028051242186187303,0.21025086147559943
323,68024,30,12,18,0.9709505944546686,2,2,2,2,False,threshold_top_k,0.017088897674450668,0.9543581190990857
324,67142,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
325,57220,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
326,50403,30,23,7,0.783776947484701,0,30,0,0,True,fallback_top_k,0.0061758902294722345,0.7789364270926444
327,67674,30,29,1,0.21084230031853213,5,5,5,5,False,threshold_top_k,0.00939606959581724,0.2088612113909971
328,59581,30,22,8,0.8366407419411672,5,5,5,5,False,threshold_top_k,0.014681771100382345,0.8243573740747329
329,54513,30,0,30,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
330,25992,30,29,1,0.21084230031853213,12,12,12,12,False,threshold_top_k,0.015426526000165398,0.2075897360907337
331,68658,30,30,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
332,35006,30,25,5,0.6500224216483541,2,2,2,2,False,threshold_top_k,0.015108023012086635,0.6402018679437185
